aid,aidtype,aidname,aiddesc,aidcomment,aidsrcid,aidsrcname,aidextid,depdate,aidmdate,cids,sids,geneids,aidcategories,protacxns,depcatg,pmids,rnai,ecs,repacxns,taxids,cellids,targettaxid,cnt,activecnt,anatomyid,anatomy,annotation
195400,Literature-derived,Fold induction as increase in BrdU labeling index over estrone treatment alone in lobular-aveolar rat mammary buds by progestin treatment at 3 mg/kg,"Title: Preparation, resolution, and biological evaluation of 5-aryl-1, 2-dihydro-5H-chromeno[3,4-f]quinolines: potent, orally active, nonsteroidal progesterone receptor agonists._||_Abstract: Two potent nonsteroidal progestins from the 5-aryl-1, 2-dihydro-5H-chromeno[3,4-f]quinoline class (LG120746 and LG120747) were selected for scale-up, resolution, and biological evaluation of the purified enantiomers. For each quinoline, the levorotatory enantiomer was determined to be the more potent agonist of the human progesterone receptor isoform B (hPR-B) (EC50 < 3 nM), but the dextrorotatory enantiomers retained significant PR modulatory activity (EC50 < 200 nM). In two in vivo rodent models of progestational activity, a pregnancy maintenance assay and a uterine wet weight assay, the two eutomers displayed potent progesterone-like effects. In a third model for progestational activity, the mammary end bud assay, these compounds were significantly less active. These studies demonstrate that certain members of this class of selective progesterone receptor modulators display encouraging and potentially useful tissue-selective progestational effects.",Journal: J. Med. Chem._||_Year: 1998_||_Volume: 41_||_Issue: 15_||_First Page: 2779_||_Last Page: 2785_||_DOI: 10.1021/jm980190c_||_Target ChEMBL ID: CHEMBL2596_||_ChEMBL Target Name: Progesterone receptor_||_ChEMBL Target Type: SINGLE PROTEIN - Target is a single protein chain_||_Relationship Type: D - Direct protein target assigned_||_Confidence: Direct single protein target assigned,43,ChEMBL,CHEMBL797555,20100524,20200704,5870|9887578|46905371,103208872|103483583|103760749,25154,NULL,Q63449,Curation Efforts|Research and Development,9667968,0,NULL,Q63449,10116,NULL,NULL,3,NULL,NULL,NULL,NULL
433766,Literature-derived,Agonist activity at PR expressed in human T47D cells relative to progesterone,"Title: Rational design of orally-active, pyrrolidine-based progesterone receptor partial agonists._||_Abstract: Using the X-ray crystal structure of an amide-based progesterone receptor (PR) partial agonist bound to the PR ligand binding domain, a novel PR partial agonist class containing a pyrrolidine ring was designed. Members of this class of N-alkylpyrrolidines demonstrate potent and highly selective partial agonism of the progesterone receptor, and one of these analogs was shown to be efficacious upon oral dosing in the OVX rat model of estrogen opposition.",Journal: Bioorg. Med. Chem. Lett._||_Year: 2009_||_Volume: 19_||_Issue: 16_||_First Page: 4777_||_Last Page: 4780_||_DOI: 10.1016/j.bmcl.2009.06.055_||_Target ChEMBL ID: CHEMBL208_||_ChEMBL Target Name: Progesterone receptor_||_ChEMBL Target Type: SINGLE PROTEIN - Target is a single protein chain_||_Relationship Type: H - Homologous protein target assigned_||_Confidence: Homologous single protein target assigned,43,ChEMBL,CHEMBL1059187,20100526,20180911,16661702,103692444,5241,NULL,P06401,Curation Efforts|Research and Development,19595590,0,NULL,P06401,9606,525,NULL,1,NULL,NULL,NULL,NULL
433770,Literature-derived,Agonist activity at PR expressed in african green monkey CV-1 cells by luciferase reporter assay relative to progesterone,"Title: Rational design of orally-active, pyrrolidine-based progesterone receptor partial agonists._||_Abstract: Using the X-ray crystal structure of an amide-based progesterone receptor (PR) partial agonist bound to the PR ligand binding domain, a novel PR partial agonist class containing a pyrrolidine ring was designed. Members of this class of N-alkylpyrrolidines demonstrate potent and highly selective partial agonism of the progesterone receptor, and one of these analogs was shown to be efficacious upon oral dosing in the OVX rat model of estrogen opposition.",Journal: Bioorg. Med. Chem. Lett._||_Year: 2009_||_Volume: 19_||_Issue: 16_||_First Page: 4777_||_Last Page: 4780_||_DOI: 10.1016/j.bmcl.2009.06.055_||_Target ChEMBL ID: CHEMBL208_||_ChEMBL Target Name: Progesterone receptor_||_ChEMBL Target Type: SINGLE PROTEIN - Target is a single protein chain_||_Relationship Type: H - Homologous protein target assigned_||_Confidence: Homologous single protein target assigned,43,ChEMBL,CHEMBL1059191,20100526,20180911,16661702|44517745|44517750|44517751|45267757|45267765|45271140|45271152|45272032|45272879|45273810,103681972|103681981|103688924|103688940|103690648|103690666|103692444|103692445|103692462|103694250|103694259,5241,NULL,P06401,Curation Efforts|Research and Development,19595590,0,NULL,P06401,9606,212,NULL,11,NULL,NULL,NULL,NULL
1782490,Literature-derived,"Induction of epithelial cells proliferation in uterus of ovariectomized CD-1 mouse at 4 mg/kg, ip administered once a day for 7 days in presence of progesterone and measured on day 7 at 6 hrs post-last dosage by PCNA staining based immunohistochemistry (R","Title: Irilone, a Red Clover Isoflavone, Combined with Progesterone Enhances PR Signaling through the Estrogen and Glucocorticoid Receptors._||_Abstract: <i>Trifolium pratense L</i>. (red clover) is a popular botanical supplement used for women's health. Irilone isolated from red clover previously demonstrated progestogenic potentiation activity. In this study, irilone enhanced progesterone signaling was determined to not occur due to post-translational phosphorylation or by reducing progesterone receptor (PR) protein levels but instead increased PR protein levels in T47D breast cancer cells, which could be blocked by estrogen receptor (ER) antagonists, suggesting an ER dependent effect. Further, irilone increased luciferase activity from a hormone responsive element in a cell line that lacked ER and PR but expressed the glucocorticoid receptor (GR). A siRNA knockdown of GR in Ishikawa PR-B endometrial cancer cells reduced irilone's ability to enhance progesterone signaling. In an ovariectomized CD-1 mouse model, irilone did not induce uterine epithelial cell proliferation. The mechanism of action of irilone gives insight into PR crosstalk with other steroid hormone receptors, which can be important for understanding botanicals that are used for women's health.",Journal: J Nat Prod_||_Year: 2021_||_Volume: 84_||_Issue: 12.0_||_First Page: 3090_||_Last Page: 3099_||_DOI: 10.1021/acs.jnatprod.1c00835,43,ChEMBL,CHEMBL4842163,20220830,20220830,5281779,312466910,NULL,NULL,NULL,Curation Efforts|Research and Development,34813298,0,NULL,NULL,10090,NULL,NULL,1,NULL,NULL,NULL,NULL
1782492,Literature-derived,Induction of HRE/Luc activity in human Ishikawa PR-B cells transfected with GR siRNA at 10 uM incubated for 24 hrs in presence of progesterone by luciferase reporter gene assay relative to control,"Title: Irilone, a Red Clover Isoflavone, Combined with Progesterone Enhances PR Signaling through the Estrogen and Glucocorticoid Receptors._||_Abstract: <i>Trifolium pratense L</i>. (red clover) is a popular botanical supplement used for women's health. Irilone isolated from red clover previously demonstrated progestogenic potentiation activity. In this study, irilone enhanced progesterone signaling was determined to not occur due to post-translational phosphorylation or by reducing progesterone receptor (PR) protein levels but instead increased PR protein levels in T47D breast cancer cells, which could be blocked by estrogen receptor (ER) antagonists, suggesting an ER dependent effect. Further, irilone increased luciferase activity from a hormone responsive element in a cell line that lacked ER and PR but expressed the glucocorticoid receptor (GR). A siRNA knockdown of GR in Ishikawa PR-B endometrial cancer cells reduced irilone's ability to enhance progesterone signaling. In an ovariectomized CD-1 mouse model, irilone did not induce uterine epithelial cell proliferation. The mechanism of action of irilone gives insight into PR crosstalk with other steroid hormone receptors, which can be important for understanding botanicals that are used for women's health.",Journal: J Nat Prod_||_Year: 2021_||_Volume: 84_||_Issue: 12.0_||_First Page: 3090_||_Last Page: 3099_||_DOI: 10.1021/acs.jnatprod.1c00835,43,ChEMBL,CHEMBL4842165,20220830,20220830,5281779,312466910,NULL,NULL,NULL,Curation Efforts|Research and Development,34813298,0,NULL,NULL,9606,7476,NULL,1,NULL,NULL,Uterus,NULL
1782494,Literature-derived,Induction of HRE/Luc activity in human Ishikawa null cells at 10 uM incubated for 24 hrs in presence of progesterone by luciferase reporter gene assay,"Title: Irilone, a Red Clover Isoflavone, Combined with Progesterone Enhances PR Signaling through the Estrogen and Glucocorticoid Receptors._||_Abstract: <i>Trifolium pratense L</i>. (red clover) is a popular botanical supplement used for women's health. Irilone isolated from red clover previously demonstrated progestogenic potentiation activity. In this study, irilone enhanced progesterone signaling was determined to not occur due to post-translational phosphorylation or by reducing progesterone receptor (PR) protein levels but instead increased PR protein levels in T47D breast cancer cells, which could be blocked by estrogen receptor (ER) antagonists, suggesting an ER dependent effect. Further, irilone increased luciferase activity from a hormone responsive element in a cell line that lacked ER and PR but expressed the glucocorticoid receptor (GR). A siRNA knockdown of GR in Ishikawa PR-B endometrial cancer cells reduced irilone's ability to enhance progesterone signaling. In an ovariectomized CD-1 mouse model, irilone did not induce uterine epithelial cell proliferation. The mechanism of action of irilone gives insight into PR crosstalk with other steroid hormone receptors, which can be important for understanding botanicals that are used for women's health.",Journal: J Nat Prod_||_Year: 2021_||_Volume: 84_||_Issue: 12.0_||_First Page: 3090_||_Last Page: 3099_||_DOI: 10.1021/acs.jnatprod.1c00835,43,ChEMBL,CHEMBL4842167,20220830,20220830,5281779,312466910,NULL,NULL,NULL,Curation Efforts|Research and Development,34813298,0,NULL,NULL,9606,7476,NULL,1,NULL,NULL,Uterus,NULL
1782502,Literature-derived,Decrease in PR-B protein expression in human Ishikawa PR-B cells at 10 uM incubated for 24 hrs in presence of 100 nM progesterone by western blot analysis,"Title: Irilone, a Red Clover Isoflavone, Combined with Progesterone Enhances PR Signaling through the Estrogen and Glucocorticoid Receptors._||_Abstract: <i>Trifolium pratense L</i>. (red clover) is a popular botanical supplement used for women's health. Irilone isolated from red clover previously demonstrated progestogenic potentiation activity. In this study, irilone enhanced progesterone signaling was determined to not occur due to post-translational phosphorylation or by reducing progesterone receptor (PR) protein levels but instead increased PR protein levels in T47D breast cancer cells, which could be blocked by estrogen receptor (ER) antagonists, suggesting an ER dependent effect. Further, irilone increased luciferase activity from a hormone responsive element in a cell line that lacked ER and PR but expressed the glucocorticoid receptor (GR). A siRNA knockdown of GR in Ishikawa PR-B endometrial cancer cells reduced irilone's ability to enhance progesterone signaling. In an ovariectomized CD-1 mouse model, irilone did not induce uterine epithelial cell proliferation. The mechanism of action of irilone gives insight into PR crosstalk with other steroid hormone receptors, which can be important for understanding botanicals that are used for women's health.",Journal: J Nat Prod_||_Year: 2021_||_Volume: 84_||_Issue: 12.0_||_First Page: 3090_||_Last Page: 3099_||_DOI: 10.1021/acs.jnatprod.1c00835,43,ChEMBL,CHEMBL4842175,20220830,20220830,5281779,312466910,NULL,NULL,NULL,Curation Efforts|Research and Development,34813298,0,NULL,NULL,9606,7476,NULL,1,NULL,NULL,Uterus,NULL
1782512,Literature-derived,Decrease in PR-A protein expression in human Ishikawa PR-B cells at 10 uM incubated for 24 hrs in presence of 100 nM progesterone by western blot analysis,"Title: Irilone, a Red Clover Isoflavone, Combined with Progesterone Enhances PR Signaling through the Estrogen and Glucocorticoid Receptors._||_Abstract: <i>Trifolium pratense L</i>. (red clover) is a popular botanical supplement used for women's health. Irilone isolated from red clover previously demonstrated progestogenic potentiation activity. In this study, irilone enhanced progesterone signaling was determined to not occur due to post-translational phosphorylation or by reducing progesterone receptor (PR) protein levels but instead increased PR protein levels in T47D breast cancer cells, which could be blocked by estrogen receptor (ER) antagonists, suggesting an ER dependent effect. Further, irilone increased luciferase activity from a hormone responsive element in a cell line that lacked ER and PR but expressed the glucocorticoid receptor (GR). A siRNA knockdown of GR in Ishikawa PR-B endometrial cancer cells reduced irilone's ability to enhance progesterone signaling. In an ovariectomized CD-1 mouse model, irilone did not induce uterine epithelial cell proliferation. The mechanism of action of irilone gives insight into PR crosstalk with other steroid hormone receptors, which can be important for understanding botanicals that are used for women's health.",Journal: J Nat Prod_||_Year: 2021_||_Volume: 84_||_Issue: 12.0_||_First Page: 3090_||_Last Page: 3099_||_DOI: 10.1021/acs.jnatprod.1c00835,43,ChEMBL,CHEMBL4842185,20220830,20220830,5281779,312466910,NULL,NULL,NULL,Curation Efforts|Research and Development,34813298,0,NULL,NULL,9606,7476,NULL,1,NULL,NULL,Uterus,NULL
38820,Literature-derived,Antagonist efficacy as percent inhibition of DHT (EC50) binding to Androgen receptor,"Title: Synthesis and biological activity of novel nonsteroidal progesterone receptor antagonists based on cyclocymopol monomethyl ether._||_Abstract: A novel class of nonsteroidal progesterone receptor antagonists has been synthesized and was shown to exhibit moderate binding affinity for hPR-A, the ability to inhibit the transcriptional activity of human progesterone receptor (hPR) in cell-based assays, and anti-progestational activity in a murine model. Cyclocymopol monomethyl ether, a component of the marine alga Cymopolia barbata was weakly active in random screening against PR. Investigations into the SAR surrounding the core of this natural product lead structure resulted in improved in vitro activity. In contrast to the cross-reactivity profiles observed with known steroidal antiprogestins, compounds of the general structural class described display a high degree of selectivity for the progesterone receptor and no functional activity on the glucocorticoid receptor.",Journal: J. Med. Chem._||_Year: 1996_||_Volume: 39_||_Issue: 9_||_First Page: 1778_||_Last Page: 1789_||_DOI: 10.1021/jm950747d_||_Target ChEMBL ID: CHEMBL1871_||_ChEMBL Target Name: Androgen Receptor_||_ChEMBL Target Type: SINGLE PROTEIN - Target is a single protein chain_||_Relationship Type: D - Direct protein target assigned_||_Confidence: Direct single protein target assigned,43,ChEMBL,CHEMBL649483,20100521,20181015,5994|55245|5311505|9949772|9979395|10423330|10432143,103175608|103234644|103234693|103234795|103234922|123086577|136946112,367,NULL,P10275,Curation Efforts|Research and Development,8627601,0,NULL,P10275,9606,NULL,NULL,7,NULL,NULL,NULL,NULL
38990,Confirmatory,Inhibitory activity against human Androgen receptor,"Title: Synthesis and biological activity of novel nonsteroidal progesterone receptor antagonists based on cyclocymopol monomethyl ether._||_Abstract: A novel class of nonsteroidal progesterone receptor antagonists has been synthesized and was shown to exhibit moderate binding affinity for hPR-A, the ability to inhibit the transcriptional activity of human progesterone receptor (hPR) in cell-based assays, and anti-progestational activity in a murine model. Cyclocymopol monomethyl ether, a component of the marine alga Cymopolia barbata was weakly active in random screening against PR. Investigations into the SAR surrounding the core of this natural product lead structure resulted in improved in vitro activity. In contrast to the cross-reactivity profiles observed with known steroidal antiprogestins, compounds of the general structural class described display a high degree of selectivity for the progesterone receptor and no functional activity on the glucocorticoid receptor.",Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation._||_Journal: J. Med. Chem._||_Year: 1996_||_Volume: 39_||_Issue: 9_||_First Page: 1778_||_Last Page: 1789_||_DOI: 10.1021/jm950747d_||_Target ChEMBL ID: CHEMBL1871_||_ChEMBL Target Name: Androgen Receptor_||_ChEMBL Target Type: SINGLE PROTEIN - Target is a single protein chain_||_Relationship Type: D - Direct protein target assigned_||_Confidence: Direct single protein target assigned,43,ChEMBL,CHEMBL647748,20100521,20220830,NULL,NULL,367,NULL,P10275,Curation Efforts|Research and Development,8627601,0,NULL,P10275,9606,NULL,NULL,7,7,NULL,NULL,NULL
39009,Confirmatory,Binding affinity determined against human Androgen receptor,"Title: Synthesis and biological activity of novel nonsteroidal progesterone receptor antagonists based on cyclocymopol monomethyl ether._||_Abstract: A novel class of nonsteroidal progesterone receptor antagonists has been synthesized and was shown to exhibit moderate binding affinity for hPR-A, the ability to inhibit the transcriptional activity of human progesterone receptor (hPR) in cell-based assays, and anti-progestational activity in a murine model. Cyclocymopol monomethyl ether, a component of the marine alga Cymopolia barbata was weakly active in random screening against PR. Investigations into the SAR surrounding the core of this natural product lead structure resulted in improved in vitro activity. In contrast to the cross-reactivity profiles observed with known steroidal antiprogestins, compounds of the general structural class described display a high degree of selectivity for the progesterone receptor and no functional activity on the glucocorticoid receptor.",Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation._||_Journal: J. Med. Chem._||_Year: 1996_||_Volume: 39_||_Issue: 9_||_First Page: 1778_||_Last Page: 1789_||_DOI: 10.1021/jm950747d_||_Target ChEMBL ID: CHEMBL1871_||_ChEMBL Target Name: Androgen Receptor_||_ChEMBL Target Type: SINGLE PROTEIN - Target is a single protein chain_||_Relationship Type: H - Homologous protein target assigned_||_Confidence: Homologous single protein target assigned,43,ChEMBL,CHEMBL648329,20100521,20220830,NULL,NULL,367,NULL,P10275,Curation Efforts|Research and Development,8627601,0,NULL,P10275,9606,NULL,NULL,26,22,NULL,NULL,NULL
39010,Literature-derived,Binding affinity against human Androgen receptor; ND = Not determined,"Title: Synthesis and biological activity of novel nonsteroidal progesterone receptor antagonists based on cyclocymopol monomethyl ether._||_Abstract: A novel class of nonsteroidal progesterone receptor antagonists has been synthesized and was shown to exhibit moderate binding affinity for hPR-A, the ability to inhibit the transcriptional activity of human progesterone receptor (hPR) in cell-based assays, and anti-progestational activity in a murine model. Cyclocymopol monomethyl ether, a component of the marine alga Cymopolia barbata was weakly active in random screening against PR. Investigations into the SAR surrounding the core of this natural product lead structure resulted in improved in vitro activity. In contrast to the cross-reactivity profiles observed with known steroidal antiprogestins, compounds of the general structural class described display a high degree of selectivity for the progesterone receptor and no functional activity on the glucocorticoid receptor.",Journal: J. Med. Chem._||_Year: 1996_||_Volume: 39_||_Issue: 9_||_First Page: 1778_||_Last Page: 1789_||_DOI: 10.1021/jm950747d_||_Target ChEMBL ID: CHEMBL1871_||_ChEMBL Target Name: Androgen Receptor_||_ChEMBL Target Type: SINGLE PROTEIN - Target is a single protein chain_||_Relationship Type: D - Direct protein target assigned_||_Confidence: Direct single protein target assigned,43,ChEMBL,CHEMBL648330,20100521,20220318,9979395|10432143,103234644|103234693,367,NULL,P10275,Curation Efforts|Research and Development,8627601,0,NULL,P10275,9606,NULL,NULL,2,NULL,NULL,NULL,NULL
39011,Confirmatory,Binding affinity for human Androgen receptor,"Title: Synthesis and biological activity of novel nonsteroidal progesterone receptor antagonists based on cyclocymopol monomethyl ether._||_Abstract: A novel class of nonsteroidal progesterone receptor antagonists has been synthesized and was shown to exhibit moderate binding affinity for hPR-A, the ability to inhibit the transcriptional activity of human progesterone receptor (hPR) in cell-based assays, and anti-progestational activity in a murine model. Cyclocymopol monomethyl ether, a component of the marine alga Cymopolia barbata was weakly active in random screening against PR. Investigations into the SAR surrounding the core of this natural product lead structure resulted in improved in vitro activity. In contrast to the cross-reactivity profiles observed with known steroidal antiprogestins, compounds of the general structural class described display a high degree of selectivity for the progesterone receptor and no functional activity on the glucocorticoid receptor.",Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation._||_Journal: J. Med. Chem._||_Year: 1996_||_Volume: 39_||_Issue: 9_||_First Page: 1778_||_Last Page: 1789_||_DOI: 10.1021/jm950747d_||_Target ChEMBL ID: CHEMBL1871_||_ChEMBL Target Name: Androgen Receptor_||_ChEMBL Target Type: SINGLE PROTEIN - Target is a single protein chain_||_Relationship Type: D - Direct protein target assigned_||_Confidence: Direct single protein target assigned,43,ChEMBL,CHEMBL648331,20100521,20220830,NULL,NULL,367,NULL,P10275,Curation Efforts|Research and Development,8627601,0,NULL,P10275,9606,NULL,NULL,3,2,NULL,NULL,NULL
39012,Literature-derived,Binding affinity for human Androgen receptor; ND = Not determined,"Title: Synthesis and biological activity of novel nonsteroidal progesterone receptor antagonists based on cyclocymopol monomethyl ether._||_Abstract: A novel class of nonsteroidal progesterone receptor antagonists has been synthesized and was shown to exhibit moderate binding affinity for hPR-A, the ability to inhibit the transcriptional activity of human progesterone receptor (hPR) in cell-based assays, and anti-progestational activity in a murine model. Cyclocymopol monomethyl ether, a component of the marine alga Cymopolia barbata was weakly active in random screening against PR. Investigations into the SAR surrounding the core of this natural product lead structure resulted in improved in vitro activity. In contrast to the cross-reactivity profiles observed with known steroidal antiprogestins, compounds of the general structural class described display a high degree of selectivity for the progesterone receptor and no functional activity on the glucocorticoid receptor.",Journal: J. Med. Chem._||_Year: 1996_||_Volume: 39_||_Issue: 9_||_First Page: 1778_||_Last Page: 1789_||_DOI: 10.1021/jm950747d_||_Target ChEMBL ID: CHEMBL1871_||_ChEMBL Target Name: Androgen Receptor_||_ChEMBL Target Type: SINGLE PROTEIN - Target is a single protein chain_||_Relationship Type: D - Direct protein target assigned_||_Confidence: Direct single protein target assigned,43,ChEMBL,CHEMBL648332,20100521,20220318,5743|5757,103189263|104234229,367,NULL,P10275,Curation Efforts|Research and Development,8627601,0,NULL,P10275,9606,NULL,NULL,2,NULL,NULL,NULL,NULL
68729,Literature-derived,Antagonist efficacy as percent inhibition of estradiol (EC50) binding to human Estrogen Receptor,"Title: Synthesis and biological activity of novel nonsteroidal progesterone receptor antagonists based on cyclocymopol monomethyl ether._||_Abstract: A novel class of nonsteroidal progesterone receptor antagonists has been synthesized and was shown to exhibit moderate binding affinity for hPR-A, the ability to inhibit the transcriptional activity of human progesterone receptor (hPR) in cell-based assays, and anti-progestational activity in a murine model. Cyclocymopol monomethyl ether, a component of the marine alga Cymopolia barbata was weakly active in random screening against PR. Investigations into the SAR surrounding the core of this natural product lead structure resulted in improved in vitro activity. In contrast to the cross-reactivity profiles observed with known steroidal antiprogestins, compounds of the general structural class described display a high degree of selectivity for the progesterone receptor and no functional activity on the glucocorticoid receptor.",Journal: J. Med. Chem._||_Year: 1996_||_Volume: 39_||_Issue: 9_||_First Page: 1778_||_Last Page: 1789_||_DOI: 10.1021/jm950747d_||_Target ChEMBL ID: CHEMBL2093866_||_ChEMBL Target Name: Estrogen receptor_||_ChEMBL Target Type: PROTEIN FAMILY - Target is a group of closely related proteins_||_Relationship Type: D - Direct protein target assigned_||_Confidence: Multiple direct protein targets may be assigned,43,ChEMBL,CHEMBL679338,20100521,20181015,5994|55245|5311505,103175608|123086577|136946112,2099|2100,NULL,P03372|Q92731,Curation Efforts|Research and Development,8627601,0,NULL,P03372|Q92731,9606,NULL,NULL,3,NULL,NULL,NULL,NULL
68886,Confirmatory,Inhibitory activity against human estrogen receptor,"Title: Synthesis and biological activity of novel nonsteroidal progesterone receptor antagonists based on cyclocymopol monomethyl ether._||_Abstract: A novel class of nonsteroidal progesterone receptor antagonists has been synthesized and was shown to exhibit moderate binding affinity for hPR-A, the ability to inhibit the transcriptional activity of human progesterone receptor (hPR) in cell-based assays, and anti-progestational activity in a murine model. Cyclocymopol monomethyl ether, a component of the marine alga Cymopolia barbata was weakly active in random screening against PR. Investigations into the SAR surrounding the core of this natural product lead structure resulted in improved in vitro activity. In contrast to the cross-reactivity profiles observed with known steroidal antiprogestins, compounds of the general structural class described display a high degree of selectivity for the progesterone receptor and no functional activity on the glucocorticoid receptor.",Journal: J. Med. Chem._||_Year: 1996_||_Volume: 39_||_Issue: 9_||_First Page: 1778_||_Last Page: 1789_||_DOI: 10.1021/jm950747d_||_Target ChEMBL ID: CHEMBL2093866_||_ChEMBL Target Name: Estrogen receptor_||_ChEMBL Target Type: PROTEIN FAMILY - Target is a group of closely related proteins_||_Relationship Type: D - Direct protein target assigned_||_Confidence: Multiple direct protein targets may be assigned,43,ChEMBL,CHEMBL679020,20100521,20181015,5994,103175608,2099|2100,NULL,P03372|Q92731,Curation Efforts|Research and Development,8627601,0,NULL,P03372|Q92731,9606,NULL,NULL,1,NULL,NULL,NULL,NULL
68887,Confirmatory,Inhibitory activity against human estrogen receptor,"Title: Synthesis and biological activity of novel nonsteroidal progesterone receptor antagonists based on cyclocymopol monomethyl ether._||_Abstract: A novel class of nonsteroidal progesterone receptor antagonists has been synthesized and was shown to exhibit moderate binding affinity for hPR-A, the ability to inhibit the transcriptional activity of human progesterone receptor (hPR) in cell-based assays, and anti-progestational activity in a murine model. Cyclocymopol monomethyl ether, a component of the marine alga Cymopolia barbata was weakly active in random screening against PR. Investigations into the SAR surrounding the core of this natural product lead structure resulted in improved in vitro activity. In contrast to the cross-reactivity profiles observed with known steroidal antiprogestins, compounds of the general structural class described display a high degree of selectivity for the progesterone receptor and no functional activity on the glucocorticoid receptor.",Journal: J. Med. Chem._||_Year: 1996_||_Volume: 39_||_Issue: 9_||_First Page: 1778_||_Last Page: 1789_||_DOI: 10.1021/jm950747d_||_Target ChEMBL ID: CHEMBL2093866_||_ChEMBL Target Name: Estrogen receptor_||_ChEMBL Target Type: PROTEIN FAMILY - Target is a group of closely related proteins_||_Relationship Type: D - Direct protein target assigned_||_Confidence: Multiple direct protein targets may be assigned,43,ChEMBL,CHEMBL679021,20100521,20181015,55245|5311505|9949772|9979395|10423330|10432143,103234644|103234693|103234795|103234922|123086577|136946112,2099|2100,NULL,P03372|Q92731,Curation Efforts|Research and Development,8627601,0,NULL,P03372|Q92731,9606,NULL,NULL,6,NULL,NULL,NULL,NULL
68900,Confirmatory,Binding affinity for human estrogen receptor,"Title: Synthesis and biological activity of novel nonsteroidal progesterone receptor antagonists based on cyclocymopol monomethyl ether._||_Abstract: A novel class of nonsteroidal progesterone receptor antagonists has been synthesized and was shown to exhibit moderate binding affinity for hPR-A, the ability to inhibit the transcriptional activity of human progesterone receptor (hPR) in cell-based assays, and anti-progestational activity in a murine model. Cyclocymopol monomethyl ether, a component of the marine alga Cymopolia barbata was weakly active in random screening against PR. Investigations into the SAR surrounding the core of this natural product lead structure resulted in improved in vitro activity. In contrast to the cross-reactivity profiles observed with known steroidal antiprogestins, compounds of the general structural class described display a high degree of selectivity for the progesterone receptor and no functional activity on the glucocorticoid receptor.",Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation._||_Journal: J. Med. Chem._||_Year: 1996_||_Volume: 39_||_Issue: 9_||_First Page: 1778_||_Last Page: 1789_||_DOI: 10.1021/jm950747d_||_Target ChEMBL ID: CHEMBL2093866_||_ChEMBL Target Name: Estrogen receptor_||_ChEMBL Target Type: PROTEIN FAMILY - Target is a group of closely related proteins_||_Relationship Type: D - Direct protein target assigned_||_Confidence: Multiple direct protein targets may be assigned,43,ChEMBL,CHEMBL679679,20100521,20220830,NULL,NULL,2099|2100,NULL,P03372|Q92731,Curation Efforts|Research and Development,8627601,0,NULL,P03372|Q92731,9606,NULL,NULL,6,2,NULL,NULL,NULL
68901,Literature-derived,Binding affinity determined for human estrogen receptor; ND = Not determined,"Title: Synthesis and biological activity of novel nonsteroidal progesterone receptor antagonists based on cyclocymopol monomethyl ether._||_Abstract: A novel class of nonsteroidal progesterone receptor antagonists has been synthesized and was shown to exhibit moderate binding affinity for hPR-A, the ability to inhibit the transcriptional activity of human progesterone receptor (hPR) in cell-based assays, and anti-progestational activity in a murine model. Cyclocymopol monomethyl ether, a component of the marine alga Cymopolia barbata was weakly active in random screening against PR. Investigations into the SAR surrounding the core of this natural product lead structure resulted in improved in vitro activity. In contrast to the cross-reactivity profiles observed with known steroidal antiprogestins, compounds of the general structural class described display a high degree of selectivity for the progesterone receptor and no functional activity on the glucocorticoid receptor.",Journal: J. Med. Chem._||_Year: 1996_||_Volume: 39_||_Issue: 9_||_First Page: 1778_||_Last Page: 1789_||_DOI: 10.1021/jm950747d_||_Target ChEMBL ID: CHEMBL2093866_||_ChEMBL Target Name: Estrogen receptor_||_ChEMBL Target Type: PROTEIN FAMILY - Target is a group of closely related proteins_||_Relationship Type: H - Homologous protein target assigned_||_Confidence: Multiple homologous protein targets may be assigned,43,ChEMBL,CHEMBL679680,20100521,20220318,5743|9979395|10337245|10432143|10496255|10499308|10501542|10517398|10524606|10546095|10593144|10618033|10661117|10665612|10739308|10754393|10782276|10783127|10785305|10805958|10807828|10809583|10827013|11794088|44295653|44295844,103234147|103234644|103234670|103234671|103234693|103234736|103234737|103234738|103234752|103234778|103234796|103234846|103234876|103234877|103234921|103234953|103235086|103235087|103235096|103235107|103235133|103235134|103235160|103235389|104234229|163333410,2099|2100,NULL,P03372|Q92731,Curation Efforts|Research and Development,8627601,0,NULL,P03372|Q92731,9606,NULL,NULL,26,NULL,NULL,NULL,NULL
