,aid,aidtype,aidname,aiddesc,aidcomment,aidsrcid,aidsrcname,aidextid,depdate,aidmdate,cids,sids,geneids,aidcategories,protacxns,depcatg,pmids,rnai,ecs,repacxns,taxids,cellids,targettaxid,cnt,activecnt,anatomyid,anatomy,annotation,type,target,target_pr,contains_nm,contains_expression,to_process
88,1815660,Confirmatory,competitive inhibition of progesterone receptor (unknown origin) by fluorescence polarization based competition assay,"Title: The Flavonoid Baicalein Negatively Regulates Progesterone Target Genes in the Uterus <i>in Vivo</i>._||_Abstract: Baicalein is a flavonoid extracted from the root of <i>Scutellaria baicalensis</i> (Chinese skullcap) and is consumed as part of this botanical dietary supplement to reduce oxidative stress, pain, and inflammation. We previously reported that baicalein can also modify receptor signaling through the progesterone receptor (PR) and glucocorticoid receptor (GR) <i>in vitro</i>, which is interesting due to the well-established roles of both PR and GR in reducing inflammation. To understand the effects of baicalein on PR and GR signaling <i>in vivo</i> in the uterus, ovariectomized CD-1 mice were treated with DMSO, progesterone (P4), baicalein, P4 with baicalein, and P4 with RU486, a PR antagonist, for a week. The uteri were collected for histology and RNA sequencing. Our results showed that baicalein attenuated the antiproliferative effect of P4 on luminal epithelium as well as on the PR target genes HAND2 and ZBTB16. Baicalein did not change levels of PR or GR RNA or protein in the uterus. RNA sequencing data indicated that many transcripts significantly altered by baicalein were regulated in the opposite direction by P4. Similarly, a large portion of GO/KEGG terms and GSEA gene sets were altered in the opposite direction by baicalein as compared to P4 treatment. Treatment of baicalein did not change body weight, organ weight, or blood glucose level. In summary, baicalein functioned as a PR antagonist <i>in vivo</i> and therefore may oppose P4 action under certain conditions such as uterine hyperplasia, fibroids, and uterine cancers.",Journal: J Nat Prod_||_Year: 2022_||_Volume: 85_||_Issue: 1.0_||_First Page: 237_||_Last Page: 247_||_DOI: 10.1021/acs.jnatprod.1c01008_||_Target ChEMBL ID: CHEMBL208_||_ChEMBL Target Name: Progesterone receptor_||_ChEMBL Target Type: SINGLE PROTEIN - Target is a single protein chain_||_Relationship Type: D - Direct protein target assigned_||_Confidence: Direct single protein target assigned,43,ChEMBL,CHEMBL5038160,20230314,20230314,5281605,103167026,5241,,P06401,Curation Efforts|Research and Development,34935393,0,,P06401,9606.0,,,1.0,,,,,antagonist,progesterone receptor,True,True,False,True
89,161815,Confirmatory,agonistic activity against progesterone receptor in alkaline phosphatase assay using human t47d breast carcinoma cell line,"Title: Potent nonsteroidal progesterone receptor agonists: synthesis and SAR study of 6-aryl benzoxazines._||_Abstract: Novel 6-aryl benzoxazines were prepared and examined as progesterone receptor (PR) modulators. In contrast to the structurally related 6-aryl dihydroquinoline PR antagonists, the 6-aryl benzoxazines were potent PR agonists. Compounds 4e, 5b, and 6a with the 2,4,4-trimethyl-1,4-dihydro-2H-benzo[d][1,3]oxazine core were the most potent PR agonists in the series with sub-nanomolar activities (EC(50) 0.20-0.35nM). Compound 6a was more potent than progesterone (P4) in the in vivo decidualization assay in an ovariectomized female rat model by subcutaneous administration with an ED(50) of 1.5mg/kg (vs 5.62mg/kg for P4).",Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation._||_Journal: Bioorg. Med. Chem. Lett._||_Year: 2002_||_Volume: 12_||_Issue: 5_||_First Page: 787_||_Last Page: 790_||_DOI: 10.1016/s0960-894x(02)00025-2_||_Target ChEMBL ID: CHEMBL208_||_ChEMBL Target Name: Progesterone receptor_||_ChEMBL Target Type: SINGLE PROTEIN - Target is a single protein chain_||_Relationship Type: H - Homologous protein target assigned_||_Confidence: Homologous single protein target assigned,43,ChEMBL,CHEMBL763207,20100520,20220830,,,5241,,P06401,Curation Efforts|Research and Development,11859003,0,,P06401,9606.0,525.0,,28.0,20.0,,,,agonist,progesterone receptor,True,True,False,True
90,162111,Confirmatory,binding affinity against progesterone receptor in human te85 osteosarcoma cells was determined using (z)-[125i]-17-alpha-(2-iodovinyl)-19-nor-testosterone as radioligand,"Title: Nonsteroidal progesterone receptor ligands. 2. High-affinity ligands with selectivity for bone cell progesterone receptors._||_Abstract: A novel series of nonsteroidal heterocycles was discovered which display cell-type selective, high-affinity (nanomolar) binding to the progesterone receptors from TE85 osteosarcoma cells but > 1 microM binding affinity to the progesterone receptors from T47D and ZR75 human breast carcinoma cells. Structure-activity relationships were developed for a set of these compounds, and a representative analog 1-(3,4-dichlorobenzoyl)-3-phenyl-1,4,5,6-tetrahydropyridazine++ + (1i, RWJ 25333) was chosen for further evaluation. RWJ 25333 stimulated the in vitro proliferation of human osteoblast-like cells but not human breast cells.",Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation._||_Journal: J. Med. Chem._||_Year: 1995_||_Volume: 38_||_Issue: 25_||_First Page: 4880_||_Last Page: 4884_||_DOI: 10.1021/jm00025a004_||_Target ChEMBL ID: CHEMBL208_||_ChEMBL Target Name: Progesterone receptor_||_ChEMBL Target Type: SINGLE PROTEIN - Target is a single protein chain_||_Relationship Type: H - Homologous protein target assigned_||_Confidence: Homologous single protein target assigned,43,ChEMBL,CHEMBL768145,20100521,20220830,,,5241,,P06401,Curation Efforts|Research and Development,8523400,0,,P06401,9606.0,,,26.0,17.0,,,,unknown,progesterone receptor,True,True,False,True
91,162121,Confirmatory,in vitro antagonist activity against human progesterone receptor isoform b(hpr-b) in mammalian(cv-1) cells,"Title: Discovery and preliminary SAR studies of a novel, nonsteroidal progesterone receptor antagonist pharmacophore._||_Abstract: A series of 6-aryl-1,2-dihydro-2,2,4-trimethylquinolines was synthesized and tested for functional activity on the human progesterone receptor isoform B (hPR-B) in mammalian (CV-1) cells. The lead compound LG001447 (1,2-dihydro-2,2, 4-trimethyl-6-phenylquinoline) was discovered via directed high throughput screening of a defined chemical library utilizing an hPR-B cotransfection assay. Electron-withdrawing substituents at the meta position of the C(6) aryl group afforded substantial improvements in hPR modulatory activity. Several analogues were able to potently block the effects of progesterone in vitro. Two compounds, 10 (LG120753) and 11 (LG120830) with potencies comparable or equal to the steroidal hPR antagonist onapristone (ZK98,299), were demonstrated to act as antiprogestins in vivo after oral administration to rodents. This is the first disclosure of orally active nonsteroidal antiprogestins.",Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation._||_Journal: J. Med. Chem._||_Year: 1998_||_Volume: 41_||_Issue: 18_||_First Page: 3461_||_Last Page: 3466_||_DOI: 10.1021/jm9801915_||_Target ChEMBL ID: CHEMBL208_||_ChEMBL Target Name: Progesterone receptor_||_ChEMBL Target Type: SINGLE PROTEIN - Target is a single protein chain_||_Relationship Type: D - Direct protein target assigned_||_Confidence: Direct single protein target assigned,43,ChEMBL,CHEMBL768814,20100524,20220830,,,5241,In vitro,P06401,Curation Efforts|Research and Development,9719599,0,,P06401,9606.0,,,9.0,9.0,,,,antagonist,progesterone receptor,True,True,False,True
92,162131,Confirmatory,antagonistic activity against progesterone receptor (pr) in transcriptional activation assay in human t47d breast carcinoma cell line,"Title: Potent nonsteroidal progesterone receptor agonists: synthesis and SAR study of 6-aryl benzoxazines._||_Abstract: Novel 6-aryl benzoxazines were prepared and examined as progesterone receptor (PR) modulators. In contrast to the structurally related 6-aryl dihydroquinoline PR antagonists, the 6-aryl benzoxazines were potent PR agonists. Compounds 4e, 5b, and 6a with the 2,4,4-trimethyl-1,4-dihydro-2H-benzo[d][1,3]oxazine core were the most potent PR agonists in the series with sub-nanomolar activities (EC(50) 0.20-0.35nM). Compound 6a was more potent than progesterone (P4) in the in vivo decidualization assay in an ovariectomized female rat model by subcutaneous administration with an ED(50) of 1.5mg/kg (vs 5.62mg/kg for P4).",Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation._||_Journal: Bioorg. Med. Chem. Lett._||_Year: 2002_||_Volume: 12_||_Issue: 5_||_First Page: 787_||_Last Page: 790_||_DOI: 10.1016/s0960-894x(02)00025-2_||_Target ChEMBL ID: CHEMBL208_||_ChEMBL Target Name: Progesterone receptor_||_ChEMBL Target Type: SINGLE PROTEIN - Target is a single protein chain_||_Relationship Type: D - Direct protein target assigned_||_Confidence: Direct single protein target assigned,43,ChEMBL,CHEMBL763445,20100520,20220830,,,5241,,P06401,Curation Efforts|Research and Development,11859003,0,,P06401,9606.0,525.0,,8.0,8.0,,,,antagonist,progesterone receptor,True,True,False,True
93,162133,Confirmatory,binding affinity against progesterone receptor using human t47d breast carcinoma cell line,"Title: Potent nonsteroidal progesterone receptor agonists: synthesis and SAR study of 6-aryl benzoxazines._||_Abstract: Novel 6-aryl benzoxazines were prepared and examined as progesterone receptor (PR) modulators. In contrast to the structurally related 6-aryl dihydroquinoline PR antagonists, the 6-aryl benzoxazines were potent PR agonists. Compounds 4e, 5b, and 6a with the 2,4,4-trimethyl-1,4-dihydro-2H-benzo[d][1,3]oxazine core were the most potent PR agonists in the series with sub-nanomolar activities (EC(50) 0.20-0.35nM). Compound 6a was more potent than progesterone (P4) in the in vivo decidualization assay in an ovariectomized female rat model by subcutaneous administration with an ED(50) of 1.5mg/kg (vs 5.62mg/kg for P4).",Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation._||_Journal: Bioorg. Med. Chem. Lett._||_Year: 2002_||_Volume: 12_||_Issue: 5_||_First Page: 787_||_Last Page: 790_||_DOI: 10.1016/s0960-894x(02)00025-2_||_Target ChEMBL ID: CHEMBL208_||_ChEMBL Target Name: Progesterone receptor_||_ChEMBL Target Type: SINGLE PROTEIN - Target is a single protein chain_||_Relationship Type: H - Homologous protein target assigned_||_Confidence: Homologous single protein target assigned,43,ChEMBL,CHEMBL763447,20100520,20220830,,,5241,,P06401,Curation Efforts|Research and Development,11859003,0,,P06401,9606.0,525.0,,24.0,24.0,,,,unknown,progesterone receptor,True,True,False,True
94,162135,Literature-derived,binding affinity for progesterone receptor in human t47d breast carcinoma cells; nd means not determined,"Title: Potent nonsteroidal progesterone receptor agonists: synthesis and SAR study of 6-aryl benzoxazines._||_Abstract: Novel 6-aryl benzoxazines were prepared and examined as progesterone receptor (PR) modulators. In contrast to the structurally related 6-aryl dihydroquinoline PR antagonists, the 6-aryl benzoxazines were potent PR agonists. Compounds 4e, 5b, and 6a with the 2,4,4-trimethyl-1,4-dihydro-2H-benzo[d][1,3]oxazine core were the most potent PR agonists in the series with sub-nanomolar activities (EC(50) 0.20-0.35nM). Compound 6a was more potent than progesterone (P4) in the in vivo decidualization assay in an ovariectomized female rat model by subcutaneous administration with an ED(50) of 1.5mg/kg (vs 5.62mg/kg for P4).",Journal: Bioorg. Med. Chem. Lett._||_Year: 2002_||_Volume: 12_||_Issue: 5_||_First Page: 787_||_Last Page: 790_||_DOI: 10.1016/s0960-894x(02)00025-2_||_Target ChEMBL ID: CHEMBL208_||_ChEMBL Target Name: Progesterone receptor_||_ChEMBL Target Type: SINGLE PROTEIN - Target is a single protein chain_||_Relationship Type: D - Direct protein target assigned_||_Confidence: Direct single protein target assigned,43,ChEMBL,CHEMBL763449,20100520,20220318,44378590,103420347,5241,,P06401,Curation Efforts|Research and Development,11859003,0,,P06401,9606.0,525.0,,1.0,,,,,unknown,progesterone receptor,True,False,False,False
95,162273,Confirmatory,progesterone receptor antagonist activity based on its ability to block progesterone induced alkaline phosphatase in the human breast cancer cell line t47d,"Title: New progesterone receptor antagonists: 3,3-disubstituted-5-aryloxindoles._||_Abstract: A new series of 3,3-disubstituted-5-aryloxindoles has been synthesized and evaluated for progesterone receptor antagonist (PR) activity in a T47D cell alkaline phosphatase assay and for their ability to bind PR in competition binding studies. In this communication, the synthesis and structure-activity relationships (SARs) of various 3,3-substituents are discussed where it is clear that small alkyl and spiroalkyl groups are required to achieve better PR antagonist activity.",Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation._||_Journal: Bioorg. Med. Chem. Lett._||_Year: 2002_||_Volume: 12_||_Issue: 23_||_First Page: 3487_||_Last Page: 3490_||_DOI: 10.1016/s0960-894x(02)00746-1_||_Target ChEMBL ID: CHEMBL208_||_ChEMBL Target Name: Progesterone receptor_||_ChEMBL Target Type: SINGLE PROTEIN - Target is a single protein chain_||_Relationship Type: H - Homologous protein target assigned_||_Confidence: Homologous single protein target assigned,43,ChEMBL,CHEMBL767566,20100520,20220830,,,5241,,P06401,Curation Efforts|Research and Development,12419390,0,,P06401,9606.0,525.0,,31.0,31.0,,,,antagonist,progesterone receptor,True,True,False,True
96,162289,Confirmatory,binding affinity against human progesterone receptor,"Title: 5-Benzylidene 1,2-dihydrochromeno[3,4-f]quinolines, a novel class of nonsteroidal human progesterone receptor agonists._||_Abstract: A novel series of nonsteroidal progestins, 5-benzylidene-1, 2-dihydrochromeno[3,4-f]quinolines (2), was discovered, and a preliminary structure-activity relationship study around the 5-benzylidene ring generated several potent human progesterone receptor agonists (compounds 8, 16). These new progestins showed biological activities (EC50 = 5.7 and 7.6 nM) similar to progesterone (EC50 = 2.9 nM) in the cotransfection assay with high efficacy (132% and 166%) and binding affinity (Ki = 0.66 and 0.83 nM) similar to medroxyprogesterone acetate (MPA) (Ki = 0.34 nM). A representative analogue, 8, demonstrated similar oral potency to MPA in the uterine wet weight/mammary gland morphology assay in ovariectomized rats.",Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation._||_Journal: J. Med. Chem._||_Year: 1998_||_Volume: 41_||_Issue: 22_||_First Page: 4354_||_Last Page: 4359_||_DOI: 10.1021/jm980366a_||_Target ChEMBL ID: CHEMBL208_||_ChEMBL Target Name: Progesterone receptor_||_ChEMBL Target Type: SINGLE PROTEIN - Target is a single protein chain_||_Relationship Type: H - Homologous protein target assigned_||_Confidence: Homologous single protein target assigned,43,ChEMBL,CHEMBL765837,20100524,20220830,,,5241,,P06401,Curation Efforts|Research and Development,9784110,0,,P06401,9606.0,,,23.0,23.0,,,,unknown,progesterone receptor,True,True,False,True
97,300875,Confirmatory,antagonist activity at progesterone receptor expressed in t47d cells assessed as inhibition of progesterone-induced alkaline phosphatase activity,"Title: 5-(3-Cyclopentyl-2-thioxo-2,3-dihydro-1H-benzimidazol-5-yl)-1-methyl-1H-pyrrole-2-carbonitrile: A novel, highly potent, selective, and orally active non-steroidal progesterone receptor agonist._||_Abstract: We have recently discovered 5-(3-cyclopentyl-2-thioxo-2,3-dihydro-1H-benzimidazol-5-yl)-1-methyl-1H-pyrrole-2-carbonitrile (14) as a potent, selective, and orally active non-steroidal progesterone receptor (PR) agonist. Compound 14 and its analog 13 possessed sub-nanomolar in vitro potency (EC(50) 0.1-0.5nM) in the T47D alkaline phosphatase assay, similar to that of the steroidal PR agonist medroxyprogesterone acetate (MPA). In contrast to MPA, 14 was highly selective (>500-fold) for the PR over both glucocorticoid and androgen receptors. In the rat uterine decidualization and complement component C3 models, 14 had oral ED(50) values of 0.02 and 0.003mg/kg, respectively, and was from 6- to 20-fold more potent than MPA. In the monkey ovulation inhibition model, compound 14 was also highly efficacious and potent with an oral ED(100) of 0.03mg/kg.",Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation._||_Journal: Bioorg. Med. Chem._||_Year: 2007_||_Volume: 15_||_Issue: 20_||_First Page: 6556_||_Last Page: 6564_||_DOI: 10.1016/j.bmc.2007.07.011_||_Target ChEMBL ID: CHEMBL208_||_ChEMBL Target Name: Progesterone receptor_||_ChEMBL Target Type: SINGLE PROTEIN - Target is a single protein chain_||_Relationship Type: H - Homologous protein target assigned_||_Confidence: Homologous single protein target assigned,43,ChEMBL,CHEMBL898051,20100525,20220830,,,5241,,P06401,Curation Efforts|Research and Development,17681796,0,,P06401,9606.0,525.0,,13.0,5.0,,,,antagonist,progesterone receptor,True,True,False,True
98,340115,Literature-derived,antagonist activity at human progesterone receptor expressed in cho cells assessed as inhibition of progesterone-induced luciferase activity by reporter gene assay at 100 um,"Title: Progesterone receptor antagonists with a 3-phenylquinazoline-2,4-dione/2-phenylisoquinoline-1,3-dione skeleton._||_Abstract: Novel non-steroidal progesterone receptor antagonists with a 3-phenylquinazoline-2,4-dione/2-phenylisoquinoline-1,3-dione skeleton were developed and their structure-activity relationships were investigated. Among the prepared compounds, 4-(4,4-diethyl-3,4-dihydro-1,3-dioxoquinolin-2(1H)-yl)benzonitrile (DEPIQ-4CN) showed the most potent activity, with IC(50) values of 74-78nM in alkaline phosphatase activity and reporter gene assays.",Journal: Bioorg. Med. Chem._||_Year: 2008_||_Volume: 16_||_Issue: 14_||_First Page: 7046_||_Last Page: 7054_||_DOI: 10.1016/j.bmc.2008.05.016_||_Target ChEMBL ID: CHEMBL208_||_ChEMBL Target Name: Progesterone receptor_||_ChEMBL Target Type: SINGLE PROTEIN - Target is a single protein chain_||_Relationship Type: D - Direct protein target assigned_||_Confidence: Direct single protein target assigned,43,ChEMBL,CHEMBL987435,20100526,20181025,276114,103297487,5241,,P06401,Curation Efforts|Research and Development,18586498,0,,P06401,9606.0,197.0,,1.0,,,,,antagonist,progesterone receptor,True,False,False,False
99,340117,Confirmatory,antagonist activity at human progesterone receptor expressed in cho cells assessed as inhibition of progesterone-induced luciferase activity by reporter gene assay,"Title: Progesterone receptor antagonists with a 3-phenylquinazoline-2,4-dione/2-phenylisoquinoline-1,3-dione skeleton._||_Abstract: Novel non-steroidal progesterone receptor antagonists with a 3-phenylquinazoline-2,4-dione/2-phenylisoquinoline-1,3-dione skeleton were developed and their structure-activity relationships were investigated. Among the prepared compounds, 4-(4,4-diethyl-3,4-dihydro-1,3-dioxoquinolin-2(1H)-yl)benzonitrile (DEPIQ-4CN) showed the most potent activity, with IC(50) values of 74-78nM in alkaline phosphatase activity and reporter gene assays.",Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation._||_Journal: Bioorg. Med. Chem._||_Year: 2008_||_Volume: 16_||_Issue: 14_||_First Page: 7046_||_Last Page: 7054_||_DOI: 10.1016/j.bmc.2008.05.016_||_Target ChEMBL ID: CHEMBL208_||_ChEMBL Target Name: Progesterone receptor_||_ChEMBL Target Type: SINGLE PROTEIN - Target is a single protein chain_||_Relationship Type: D - Direct protein target assigned_||_Confidence: Direct single protein target assigned,43,ChEMBL,CHEMBL987437,20100526,20220830,2255761|2325104|3330197|4111936|4180255|5067753|8029772|17067759|17132382|23727880|44568002|44568003|44568040|44568041|44568081|44568082|44568083|44568084|44568085|44568120|44568121|44568122|44568123,103602735|103602736|103602796|103602797|103602798|103602799|103602800|103602851|103602852|103602853|103602854|103602855|103602856|103602910|103602911|103602912|103602913|103602914|103602915|103602969|103602970|103602971|103602972,5241,,P06401,Curation Efforts|Research and Development,18586498,0,,P06401,9606.0,197.0,,23.0,17.0,,,,antagonist,progesterone receptor,True,True,False,True
100,340119,Literature-derived,agonist activity at progesterone receptor in human t47d cells assessed as inhibition of progesterone-induced alkaline phosphatase activity,"Title: Progesterone receptor antagonists with a 3-phenylquinazoline-2,4-dione/2-phenylisoquinoline-1,3-dione skeleton._||_Abstract: Novel non-steroidal progesterone receptor antagonists with a 3-phenylquinazoline-2,4-dione/2-phenylisoquinoline-1,3-dione skeleton were developed and their structure-activity relationships were investigated. Among the prepared compounds, 4-(4,4-diethyl-3,4-dihydro-1,3-dioxoquinolin-2(1H)-yl)benzonitrile (DEPIQ-4CN) showed the most potent activity, with IC(50) values of 74-78nM in alkaline phosphatase activity and reporter gene assays.",Journal: Bioorg. Med. Chem._||_Year: 2008_||_Volume: 16_||_Issue: 14_||_First Page: 7046_||_Last Page: 7054_||_DOI: 10.1016/j.bmc.2008.05.016_||_Target ChEMBL ID: CHEMBL208_||_ChEMBL Target Name: Progesterone receptor_||_ChEMBL Target Type: SINGLE PROTEIN - Target is a single protein chain_||_Relationship Type: D - Direct protein target assigned_||_Confidence: Direct single protein target assigned,43,ChEMBL,CHEMBL990109,20100526,20181025,242636|242637|8029772|17067759|17132382,103509314|103602734|103602735|103602736|103602796,5241,,P06401,Curation Efforts|Research and Development,18586498,0,,P06401,9606.0,525.0,,5.0,,,,,antagonist,progesterone receptor,True,False,False,False
101,387087,Confirmatory,displacement of [3h]progesterone from progesterone receptor in human t47d cells,"Title: 1,5-Dihydro-benzo[e][1,4]oxazepin-2(1H)-ones containing a 7-(5'-cyanopyrrol-2-yl) group as nonsteroidal progesterone receptor modulators._||_Abstract: A series of novel 7-(5'-cyanopyrrol-2-yl) substituted benzo[1,4]oxazepin-2-ones were prepared and tested for their progesterone receptor (PR) agonist or antagonist activity in the alkaline phosphatase assay using the human T47D breast carcinoma cell line. Both PR agonists and antagonists were achieved with an appropriate choice of 5-substitution. Several analogs were potent PR agonists (e.g., 12 and 13) or PR antagonists (e.g., 18) with good selectivity over other steroid receptors.",Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation._||_Journal: Bioorg. Med. Chem. Lett._||_Year: 2008_||_Volume: 18_||_Issue: 18_||_First Page: 5015_||_Last Page: 5017_||_DOI: 10.1016/j.bmcl.2008.08.015_||_Target ChEMBL ID: CHEMBL208_||_ChEMBL Target Name: Progesterone receptor_||_ChEMBL Target Type: SINGLE PROTEIN - Target is a single protein chain_||_Relationship Type: D - Direct protein target assigned_||_Confidence: Direct single protein target assigned,43,ChEMBL,CHEMBL983679,20100526,20220830,,,5241,,P06401,Curation Efforts|Research and Development,18722119,0,,P06401,9606.0,525.0,,8.0,8.0,,,,unknown,progesterone receptor,True,True,False,True
102,405937,Confirmatory,inhibition of progesterone receptor mediated progesterone-induced alkaline phosphatase activity in human t47d cells,"Title: 7-aryl 1,5-dihydro-benzo[e][1,4]oxazepin-2-ones and analogs as non-steroidal progesterone receptor antagonists._||_Abstract: Novel 7-aryl benzo[1,4]oxazepin-2-ones were synthesized and evaluated as non-steroidal progesterone receptor (PR) modulators. The structure activity relationship of 7-aryl benzo[1,4]oxazepinones was examined using the T47D cell alkaline phosphatase assay. A number of 7-aryl benzo[1,4]oxazepinones such as 10j and 10v demonstrated good in vitro potency (IC(50) of 10-30 nM) and selectivity (over 100-fold) at PR over other steroidal receptors such as glucocorticoid and androgen receptors (GR and AR). Several 7-aryl benzo[1,4]oxazepinones were active in the rat uterine decidualization model. In this in vivo model, compounds 10j and 10u were active at 3 mg/kg when dosed orally.",Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation._||_Journal: Bioorg. Med. Chem._||_Year: 2008_||_Volume: 16_||_Issue: 13_||_First Page: 6589_||_Last Page: 6600_||_DOI: 10.1016/j.bmc.2008.05.018_||_Target ChEMBL ID: CHEMBL208_||_ChEMBL Target Name: Progesterone receptor_||_ChEMBL Target Type: SINGLE PROTEIN - Target is a single protein chain_||_Relationship Type: D - Direct protein target assigned_||_Confidence: Direct single protein target assigned,43,ChEMBL,CHEMBL965384,20100526,20220830,,,5241,,P06401,Curation Efforts|Research and Development,18504132,0,,P06401,9606.0,525.0,,37.0,37.0,,,,antagonist,progesterone receptor,True,True,False,True
103,424665,Literature-derived,intrinsic agonist activity at progesterone receptor in human t47d cells by alkaline phosphatase release based reporter gene assay relative to progesterone,"Title: Synthesis and SAR of amino acid-derived heterocyclic progesterone receptor full and partial agonists._||_Abstract: Two classes of amino acid-derived heterocyclic progesterone receptor ligands were developed to address the metabolic issues posed by the dimethyl amide functionality of the lead compound (1). The tetrazole-derived ligands behaved as potent partial agonists, while the 1,2,4-triazole ligands behaved as potent full agonists.",Journal: Bioorg. Med. Chem. Lett._||_Year: 2009_||_Volume: 19_||_Issue: 10_||_First Page: 2637_||_Last Page: 2641_||_DOI: 10.1016/j.bmcl.2009.03.146_||_Target ChEMBL ID: CHEMBL208_||_ChEMBL Target Name: Progesterone receptor_||_ChEMBL Target Type: SINGLE PROTEIN - Target is a single protein chain_||_Relationship Type: D - Direct protein target assigned_||_Confidence: Direct single protein target assigned,43,ChEMBL,CHEMBL1023635,20100526,20180910,44186997|44186998|44251621|45267201|45267222|45267223|45268071|45268072|45268078|45268083|45268950|45268951|45269799|45269807|45271451|45271452|45271461|45271462|45272342|45272345|45272353|45272356|45272364|45273222|45273223|45273230,103680913|103680938|103680939|103682635|103682636|103682644|103682653|103684333|103684334|103684340|103686115|103686131|103687953|103689583|103689584|103689604|103689605|103691345|103691353|103691370|103691380|103691389|103691398|103693184|103693185|103693199,5241,,P06401,Curation Efforts|Research and Development,19376703,0,,P06401,9606.0,525.0,,26.0,,,,,agonist,progesterone receptor,True,False,False,False
104,438891,Confirmatory,inhibition of progesterone receptor in human t47d cells assessed as progesteron-induced alkaline phosphatase activity,"Title: 5-Aryl indanones and derivatives as non-steroidal progesterone receptor modulators._||_Abstract: Novel 5-aryl indanones, inden-1-one oximes, and inden-1-ols were synthesized and evaluated as progesterone receptor (PR) modulators using the T47D cell alkaline phosphatase assay. Both PR agonists and antagonists were achieved with appropriate 3- and 5-substitution from indanones and inden-1-ols while inden-1-one oximes provided only PR antagonists. Several compounds such as 10 and 11 demonstrated potent in vitro PR agonist potency similar to that of steroidal progesterone (1). In addition, a number of compounds (e.g., 12, 13, 17, 18) showed potent PR antagonist activity indicating the indanones and derivatives are promising PR modulator templates.",Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation._||_Journal: Bioorg. Med. Chem. Lett._||_Year: 2009_||_Volume: 19_||_Issue: 23_||_First Page: 6666_||_Last Page: 6669_||_DOI: 10.1016/j.bmcl.2009.10.008_||_Target ChEMBL ID: CHEMBL208_||_ChEMBL Target Name: Progesterone receptor_||_ChEMBL Target Type: SINGLE PROTEIN - Target is a single protein chain_||_Relationship Type: D - Direct protein target assigned_||_Confidence: Direct single protein target assigned,43,ChEMBL,CHEMBL1043898,20100708,20220830,,,5241,,P06401,Curation Efforts|Research and Development,19864132,0,,P06401,9606.0,525.0,,19.0,15.0,,,,antagonist,progesterone receptor,True,True,False,True
105,47046,Confirmatory,effective concentration (ec50) against human progesterone receptor expressed in cv-1 cell,"Title: 5-Benzylidene 1,2-dihydrochromeno[3,4-f]quinolines, a novel class of nonsteroidal human progesterone receptor agonists._||_Abstract: A novel series of nonsteroidal progestins, 5-benzylidene-1, 2-dihydrochromeno[3,4-f]quinolines (2), was discovered, and a preliminary structure-activity relationship study around the 5-benzylidene ring generated several potent human progesterone receptor agonists (compounds 8, 16). These new progestins showed biological activities (EC50 = 5.7 and 7.6 nM) similar to progesterone (EC50 = 2.9 nM) in the cotransfection assay with high efficacy (132% and 166%) and binding affinity (Ki = 0.66 and 0.83 nM) similar to medroxyprogesterone acetate (MPA) (Ki = 0.34 nM). A representative analogue, 8, demonstrated similar oral potency to MPA in the uterine wet weight/mammary gland morphology assay in ovariectomized rats.",Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation._||_Journal: J. Med. Chem._||_Year: 1998_||_Volume: 41_||_Issue: 22_||_First Page: 4354_||_Last Page: 4359_||_DOI: 10.1021/jm980366a_||_Target ChEMBL ID: CHEMBL208_||_ChEMBL Target Name: Progesterone receptor_||_ChEMBL Target Type: SINGLE PROTEIN - Target is a single protein chain_||_Relationship Type: D - Direct protein target assigned_||_Confidence: Direct single protein target assigned,43,ChEMBL,CHEMBL653488,20100524,20220830,,,5241,,P06401,Curation Efforts|Research and Development,9784110,0,,P06401,9606.0,212.0,,24.0,22.0,,,,unknown,progesterone receptor,True,True,False,True
